NAME,APPROX_COST(FOR TWO PEOPLE) ($),RATE,DISH_LIKED,ONLINE_ORDER,BOOK_TABLE
Steaming Mugs,700,3.9 out of 5,"Fries, Oreo Shake, Pasta Arrabiata",1,0
San Churro Cafe,800,3.8 out of 5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",1,0
Rajathadri Food Fort,600,4.0 out of 5,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",1,0
Brew Meister,"1,500",4.1 out of 5,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",1,1
Rasoi,300,3.3 out of 5,"Lassi, Panneer Butter Masala, Paratha, Thali",1,0
Mr. Singh Da Dhaba,300,3.6 out of 5,"Mughlai Paratha, Laccha Paratha, Rolls",1,0
Ayodhya Upachar,200,4.3 out of 5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",1,0
Biriyani Mane,400,3.8 out of 5,"Biryani, Chilli Chicken, Neer Dosa",1,0
Cafe Ajfan,700,4.2 out of 5,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",1,0
Brundhavana Food Point,300,4.0 out of 5,Biryani,1,0
SLV Corner Restaurant,550,4.1 out of 5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",1,0
The Krishna Grand,750,3.9 out of 5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",1,0
Roti Ghar,500,3.9 out of 5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",1,0
The Coffee Shack,500,4.2 out of 5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",1,1
Baisakhi,500,3.8 out of 5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",1,0
Corner House Ice Cream,400,4.3 out of 5,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse",0,0
Poonam Sweets,150,4.4 out of 5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",0,0
Old Mumbai Ice Cream,150,3.9 out of 5,Friendly Staff,1,0
Polar Bear,400,3.9 out of 5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",1,0
San Churro Cafe,800,3.8 out of 5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",1,0
Kirthi's Biryani,700,3.8 out of 5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",1,0
Stoned Monkey,500,4.3 out of 5,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu",1,0
Floured-Baked With Love,400,3.8 out of 5,"Cup Cake, Chocolate Cake",0,0
Waffle-A-Go Go,400,3.9 out of 5,Waffles,1,0
Sri Venkateshwara Sweet Meat Stall,400,4.0 out of 5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",0,0
Redberrys,600,4.0 out of 5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",1,0
Amande Patisserie,300,4.0 out of 5,"Macaroon, Mousse, Caramel Eclair",1,0
A2B Veg - Adyar Ananda Bhavan,400,2.7 out of 5,Masala Dosa,1,0
The Krishna Grand,750,3.9 out of 5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",1,0
Sea Spice by 7 Star,"1,200",4.0 out of 5,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry",1,1
Mini Punjabi Dhaba,350,4.2 out of 5,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",1,0
Onesta,600,4.6 out of 5,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",1,1
Wamama,800,4.2 out of 5,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",1,1
Jalsa,800,4.1 out of 5,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",1,1
Vinny's,800,4.2 out of 5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",1,1
Jcubez,"1,300",3.8 out of 5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",0,1
Gustoes Beer House,"1,200",4.1 out of 5,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings",0,0
Penthouse Cafe,700,4.0 out of 5,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",1,0
Spice Elephant,800,4.1 out of 5,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",1,0
Smacznego,550,4.2 out of 5,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos",1,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,500,4.1 out of 5,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",1,0
Cafe Shuffle,600,4.2 out of 5,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",1,1
The Coffee Shack,500,4.2 out of 5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",1,1
Peppy Peppers,800,4.2 out of 5,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup",0,0
Anna Kuteera,450,4.0 out of 5,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa",1,0
Szechuan Dragon,600,4.2 out of 5,"Noodles, Momos, Veg Manchow Soup, Kung Pao Chicken, Chicken Lollipop, Chop Suey, Dragon Chicken",1,0
1947,850,4.0 out of 5,"Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup",0,1
Caf-Eleven,450,4.0 out of 5,"Sandwich, Omelette, Ice Tea, Virgin Mojito, Hot Chocolate, Pasta Arrabiata, Hazelnut Cappuccino",0,0
Thamboola,800,3.9 out of 5,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala",1,0
San Churro Cafe,800,3.8 out of 5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",1,0
Cafe Vivacity,650,3.8 out of 5,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",1,0
Chung Wah,900,3.9 out of 5,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",1,0
Vietnamese Kitchen,700,3.6 out of 5,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",1,0
Catch-up-ino,800,3.9 out of 5,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",1,0
Kirthi's Biryani,700,3.8 out of 5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",1,0
T3H Cafe,300,3.9 out of 5,"Cheese Maggi, Peri Peri Fries, Pasta Arrabiata",0,0
Srikrishna Bhavan,300,3.8 out of 5,"Roti, Masala Dosa",1,0
Dal Tadkaa,500,2.5 out of 5,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",1,0
The Vintage Cafe,400,3.0 out of 5,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea",1,0
Green Gardenia,700,3.8 out of 5,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti",1,0
Kadala Tarangaa,600,3.6 out of 5,"Sea Food, Neer Dosa",1,0
Vi Ra's Bar and Restaurant,800,3.3 out of 5,Chilli Chicken,0,0
Nandhini Deluxe,600,2.6 out of 5,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",0,0
J Spice,750,3.8 out of 5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",1,0
Swadesh Tadka,600,3.5 out of 5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",1,0
Iyer's Tiffin Centre,150,3.8 out of 5,"Kesari Bath, Masala Dosa",0,0
Darbar,800,3.0 out of 5,"Paneer Tikka, Dal Kichadi, French Fries",0,0
Beijing Bites,850,2.7 out of 5,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",0,0
The Pizzeria,800,2.8 out of 5,Pesto Pizza,1,0
As On Fire,400,3.5 out of 5,Pizza,1,0
Pizza Hut,750,3.7 out of 5,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",1,0
New Prashanth Hotel,650,3.9 out of 5,"Chicken Biryani, Ragi Mudde, Mutton Chops",1,0
Taaza Thindi,100,4.7 out of 5,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",0,0
Ayodhya Upachar,200,4.3 out of 5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",1,0
Roving Feast,450,4.0 out of 5,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti",0,0
KFC,450,3.8 out of 5,"Burgers, French Fries",1,0
Gama Gama,200,3.9 out of 5,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",1,0
McDonald's,500,3.9 out of 5,"Burgers, Fries, Hot Chocolate",1,0
Sri Laxmi Venkateshwara Coffee Bar,100,4.4 out of 5,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",0,0
Messy Bowl,500,3.8 out of 5,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi",0,0
Janahaar,100,3.8 out of 5,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",1,0
Chumma Delicious,200,3.7 out of 5,Chicken Biryani,1,0
Bengaluru Coffee House,300,4.1 out of 5,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli",1,0
Foodiction,500,2.8 out of 5,"Burgers, Lassi, Chicken Grill, Naan, Momos, Chicken Burger, Biryani",1,0
The Biryani Cafe,300,4.1 out of 5,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani",0,0
Addhuri Udupi Bhojana,300,3.7 out of 5,Masala Dosa,0,0
Subway,600,3.7 out of 5,"Veggie Delight, Paneer Tikka, Salad",1,0
Hotel Mangala,250,3.9 out of 5,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",0,0
SLV Swadishta,300,3.8 out of 5,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",0,0
Upahar Sagar,350,3.8 out of 5,Masala Dosa,0,0
Domino's Pizza,800,3.9 out of 5,"Pane Pizza, Lava Cake, Pasta, Stuffed Garlic Bread, Chocolava Cake, Tacos",1,0
New Sagar Fast Food,250,3.6 out of 5,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup",0,0
Chicken Hunt,350,3.5 out of 5,Chicken Grill,1,0
Pizza Stop,600,3.0 out of 5,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza",1,0
Faasos,500,4.2 out of 5,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap",1,0
Rasoi,300,3.3 out of 5,"Lassi, Panneer Butter Masala, Paratha, Thali",1,0
SLV Refreshment,100,4.1 out of 5,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",0,0
Chatar Patar,300,3.7 out of 5,"Panipuri, Chaat, Noodles, Dahi Bhalle",0,0
Kidambi's Kitchen,300,3.5 out of 5,Rooftop Ambience,0,0
Tandoori Knight,450,3.0 out of 5,"Chicken Grill, Biryani, Roti, Chicken Masala",1,0
Utsav,200,3.7 out of 5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",1,0
Mane Thindi,200,3.7 out of 5,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",0,0
Juicy Momos,250,3.5 out of 5,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",1,0
Donne Biriyani House,400,3.9 out of 5,Biryani,1,0
Matru Sagar,250,3.6 out of 5,"Coffee, Masala Dosa",1,0
Kavali,300,4.0 out of 5,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa",0,0
Bunt's Biriyani Palace,400,3.0 out of 5,"Neer Dosa, Sea Food, Pepper Chicken",1,0
Ranganna Military Hotel,350,4.2 out of 5,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken",0,0
Roti Ghar,500,3.9 out of 5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",1,0
Grand Village,600,3.8 out of 5,"Panipuri, Gol Gappe",0,0
Vidyarthi Bhavan,150,4.4 out of 5,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",0,0
Bharjari Oota,350,3.9 out of 5,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",0,0
Gokul Veg,750,3.8 out of 5,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti",1,0
SLV Corner Restaurant,550,4.1 out of 5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",1,0
Timepass Dinner,600,3.8 out of 5,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",1,0
Baisakhi,500,3.8 out of 5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",1,0
Eat Repeat,150,3.9 out of 5,"Sweet Pongal, Curd Rice",1,0
Sri Guru Kottureshwara Davangere Benne Dosa,150,4.1 out of 5,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",1,0
Srinathji's Cafe,550,3.8 out of 5,"Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda",0,0
Soho Bar & Grill,"1,100",2.7 out of 5,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries",0,0
Kollapuri's,450,3.9 out of 5,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry",0,0
Bhavani Restaurant,300,3.9 out of 5,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali",0,0
Puliyogare Point,100,4.2 out of 5,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",1,0
Zephyr,650,3.9 out of 5,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian",0,0
Redberrys,600,4.0 out of 5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",1,0
Hotel Dwarka,250,4.2 out of 5,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",0,0
Ma-Arya Family Restaurant,600,3.7 out of 5,"Mutton Biryani, Crispy Fried Chicken",0,0
A2B - Adyar Ananda Bhavan,400,3.8 out of 5,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath",1,0
Ragoo's,800,3.9 out of 5,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",1,0
Imperial Restaurant,750,3.7 out of 5,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken",1,0
Udupi Sri Krishna Bhavan,600,4.1 out of 5,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",0,0
Curry Leaves,800,4.1 out of 5,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",1,0
Goli Vada Pav No. 1,200,3.7 out of 5,"Masala Vada Pav, Cheese Vada Pav, Fries",1,0
Ice Thunder,300,3.8 out of 5,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers",0,0
South Kitchen,100,4.3 out of 5,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",1,0
Upahara Darshini,150,4.2 out of 5,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",0,0
Mahalaxmi Tiffin Room,100,4.1 out of 5,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",0,0
Sandwichwallas,200,4.0 out of 5,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",1,0
Udupi Grand,300,3.8 out of 5,"Coffee, Masala Dosa, Vegetable Biryani",1,0
Castle Rock,700,3.6 out of 5,Biryani,1,0
Kamat Bugle Rock,300,3.9 out of 5,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani",1,0
Basavanagudi Mylari,300,4.0 out of 5,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",0,0
RS Shiv Sagar,450,3.7 out of 5,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda",0,0
Pramukh Family Restaurant,700,3.9 out of 5,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts",0,0
Chaatimes,200,3.8 out of 5,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri",1,0
Vybhava,250,3.8 out of 5,"Masala Dosa, Idli, Vada Sambar",0,0
Shree Venkateshwara North Karnataka Hotel,200,4.0 out of 5,"Buttermilk, Jolada Rotti",0,0
Harshi Super Sandwich,150,3.8 out of 5,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich",0,0
Belly Squad Food Truck,300,3.8 out of 5,"Biryani, Momos, Rolls",0,0
Jcubez,"1,300",3.8 out of 5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",0,1
Gustoes Beer House,"1,200",4.1 out of 5,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings",0,0
Vi Ra's Bar and Restaurant,800,3.3 out of 5,Chilli Chicken,0,0
Darbar,800,3.0 out of 5,"Paneer Tikka, Dal Kichadi, French Fries",0,0
Soho Bar & Grill,"1,100",2.7 out of 5,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries",0,0
Deja Vu Resto Bar,900,4.4 out of 5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",1,1
Fattoush,"1,000",4.2 out of 5,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken",1,1
Empire Restaurant,750,4.3 out of 5,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken",1,0
Abhiruchi Hotel,550,3.3 out of 5,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice",1,0
Barbeque Nation,"1,600",4.7 out of 5,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",0,1
Sattvam,"1,200",4.3 out of 5,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani",0,0
24th Main,800,4.1 out of 5,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",0,1
Zaitoon,"1,000",4.1 out of 5,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1,1
Oye Amritsar,"1,000",3.8 out of 5,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka",1,1
Melt - Eden Park,"1,000",4.0 out of 5,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles",1,1
Spice Code,"1,000",4.0 out of 5,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani",0,1
The Onyx - The HHI Select Bengaluru,950,3.3 out of 5,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",0,0
Sankranthi Veg Restaurant,600,3.0 out of 5,"Tea, Vada Sambar, Masala Dosa",1,0
Cafe Kabana,700,4.0 out of 5,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",0,1
Butterly,450,3.9 out of 5,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",1,0
Black Mug Cafe,300,3.7 out of 5,Coffee,1,0
#refuel,400,3.7 out of 5,"Thick Shakes, Sandwiches, Pasta, Mocktails",1,0
WAFL,400,3.9 out of 5,Waffles,1,0
Vaho Kafe & Pressery,500,3.9 out of 5,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",0,0
Dreamcatcher,600,3.9 out of 5,"English Breakfast, Sandwiches",1,0
Cafe Arabica,700,3.8 out of 5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",0,0
Kalmane Koffees,350,3.9 out of 5,"Brownie, Filter Coffee",0,0
Brews N Bites,650,2.7 out of 5,Thin Crust Pizza,1,0
Slate Cafe,600,4.1 out of 5,"Pasta, Sandwiches",1,0
Dialogues,600,4.0 out of 5,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries",0,0
Mudpipe Cafe,800,3.9 out of 5,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers",1,1
TAB - Take A Break,550,4.1 out of 5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",0,0
Biggies Burger 'n' More,650,4.1 out of 5,"Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges",1,0
Onesta,600,4.4 out of 5,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",1,1
Cafe Potpourri,400,3.7 out of 5,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",1,0
Vinaya Coffee Moments,450,3.7 out of 5,"Filter Coffee, Pizza, Pasta",1,0
Cuppa,550,3.4 out of 5,"Coffee, Potato Wedges, Tea",0,0
Skytouch Le Cafe,700,3.7 out of 5,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",1,0
Woodee Pizza,500,2.7 out of 5,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",1,0
Sai Abhiruchi,800,3.7 out of 5,"Dum Biryani, Dal Fry, Paneer Biryani",1,0
Capsicum Family Restaurant,800,3.8 out of 5,Mutton Biryani,1,0
Easy Bites,300,4.1 out of 5,"Sandwich, Crispy Chicken, French Fries",1,0
Hiyar Majhe Kolkata,400,4.0 out of 5,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali",1,0
Sri Lakshmi Dhaba,250,2.9 out of 5,"Paratha, Shahi Paneer",1,0
XO Belgian Waffle,400,4.5 out of 5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",1,0
Swadista Aahar,300,4.1 out of 5,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",1,0
Al-Bek,300,3.6 out of 5,"Chicken Grill, Biryani",1,0
Aniram's,500,4.1 out of 5,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala",1,0
Punjabi Nawabi,400,3.8 out of 5,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",1,0
Swad Punjab Da,150,4.0 out of 5,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",1,0
BOX8- Desi Meals,500,4.1 out of 5,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches",1,0
Roti Wala,300,4.0 out of 5,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",1,0
Midnight Mania,700,4.1 out of 5,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake",1,0
Kitchens@JP Nagar,400,3.9 out of 5,Vegetable Biryani,1,0
Krishna Kuteera,400,4.0 out of 5,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori",1,0
Apna Punjab,450,3.6 out of 5,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",1,0
Paratha Junction,300,2.9 out of 5,"Paratha, Kadai Paneer",1,0
Nellore Bhojanam,250,3.1 out of 5,Biryani,1,0
Momoz,600,4.0 out of 5,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo",1,0
Kalingas,250,3.9 out of 5,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",1,0
Kanteen The Eatery,400,3.9 out of 5,"Chole Bhature, Pav Bhaji, Misal Pav",1,0
Kullad Cafe,200,3.9 out of 5,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea",1,0
Donne Biriyani House,350,3.3 out of 5,"Biryani, Kshatriya Kebab",1,0
Litti Twist,300,4.1 out of 5,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai",1,0
FreshMenu,450,3.3 out of 5,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants",1,0
Shanthi Sagar,400,3.6 out of 5,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer",1,0
Cakebuy,350,3.9 out of 5,Chocolate Truffle,1,0
Five Star Chicken,300,3.9 out of 5,Fries,1,0
Corner House Ice Cream,400,4.4 out of 5,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee",1,0
Fattoush,"1,000",4.2 out of 5,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken",1,1
Behrouz Biryani,650,4.0 out of 5,"Gulab Jamun, Vegetable Biryani, Mint Raita",1,0
