GENDER,AGE,EDUCATION,JOBROLE,DEPARTMENT,DISTANCEFROMHOME (KM),ATTRITION,BUSINESSTRAVEL,MONTHLYRATE,PERFORMANCERATING,TOTALWORKINGYEARS,YEARSATCOMPANY,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER
Female,49,4,Sales Executive,Sales,11,0,Rarely,8191,3,8,5,1,0,4
Female,33,3,Sales Executive,Sales,16,1,Rarely,10092,4,11,0,0,0,0
Female,38,2,Laboratory Technician,Research & Development,2,0,Frequently,15963,3,9,6,1,0,5
Male,31,4,Sales Executive,Sales,16,1,Rarely,19002,3,10,1,0,0,0
Female,29,3,Research Scientist,Research & Development,4,0,Rarely,10007,3,1,1,0,0,0
Male,30,3,Healthcare Representative,Research & Development,16,0,Rarely,9128,3,10,7,0,1,7
Male,32,4,Research Scientist,Research & Development,5,0,Non-Travel,17674,3,12,7,7,0,7
Male,38,3,Healthcare Representative,Research & Development,18,0,Rarely,24539,3,15,1,0,1,0
Male,43,3,Research Scientist,Research & Development,17,1,Frequently,15587,3,6,1,0,0,0
Male,42,3,Laboratory Technician,Research & Development,12,0,Rarely,8952,4,7,5,3,0,4
Male,55,3,Research Director,Research & Development,2,0,Rarely,19805,3,34,1,0,0,0
Male,33,3,Research Scientist,Research & Development,4,0,Non-Travel,6194,3,11,9,8,1,7
Male,41,4,Laboratory Technician,Research & Development,9,0,Rarely,20520,4,5,5,3,0,4
Male,34,3,Sales Executive,Sales,10,0,Non-Travel,12313,3,15,15,14,0,7
Female,53,4,Manufacturing Director,Research & Development,1,0,Non-Travel,22308,4,27,3,2,0,2
Male,43,3,Human Resources,Human Resources,2,0,Rarely,5033,3,10,9,7,1,8
Female,34,2,Sales Executive,Sales,3,0,Rarely,25353,3,6,2,2,2,2
Male,21,1,Sales Representative,Sales,7,1,Rarely,4567,3,1,1,0,1,0
Female,38,2,Laboratory Technician,Research & Development,6,0,Rarely,16376,3,5,5,4,0,4
Female,22,1,Laboratory Technician,Research & Development,8,1,Rarely,15999,3,1,1,0,0,0
Female,31,4,Sales Executive,Sales,29,0,Rarely,13402,3,13,12,7,5,7
Female,51,3,Manager,Research & Development,3,0,Rarely,22984,3,15,2,2,2,2
Male,37,2,Sales Executive,Sales,9,0,Rarely,8800,3,5,5,2,0,3
Male,46,4,Research Director,Research & Development,2,0,Rarely,14218,3,24,2,1,2,2
Male,36,3,Healthcare Representative,Research & Development,10,0,Rarely,25949,3,15,12,8,5,7
Male,44,2,Research Scientist,Research & Development,1,1,Frequently,11092,3,6,5,3,2,3
Male,37,2,Human Resources,Human Resources,8,0,Rarely,12832,3,19,10,0,4,7
Male,35,3,Sales Executive,Sales,27,1,Rarely,13492,3,10,10,7,7,7
Male,33,4,Research Scientist,Research & Development,8,0,Rarely,6076,3,14,10,8,7,6
Male,28,3,Research Scientist,Research & Development,1,0,Rarely,5531,3,5,5,3,0,3
Male,39,1,Research Director,Research & Development,10,0,Rarely,7914,4,9,4,3,2,2
Male,46,2,Sales Executive,Sales,26,0,Non-Travel,25166,3,6,2,2,2,2
Female,40,2,Laboratory Technician,Research & Development,2,0,Rarely,25605,3,7,4,3,0,2
Male,42,3,Healthcare Representative,Research & Development,13,0,Rarely,5696,3,10,0,0,0,0
Male,35,2,Manufacturing Director,Research & Development,2,0,Non-Travel,24442,3,15,7,7,1,7
Male,38,3,Human Resources,Human Resources,2,0,Non-Travel,7129,3,13,11,10,3,8
Male,34,4,Laboratory Technician,Research & Development,9,1,Frequently,6208,3,11,7,1,0,7
Male,37,4,Manufacturing Director,Research & Development,10,1,Rarely,4992,3,10,10,3,0,8
Male,39,3,Sales Executive,Sales,20,0,Frequently,19188,3,7,2,1,2,2
Male,43,3,Research Scientist,Research & Development,9,0,Non-Travel,24978,3,7,3,2,1,2
Male,41,3,Healthcare Representative,Research & Development,5,0,Rarely,15530,3,11,3,2,1,2
Female,41,1,Sales Executive,Sales,4,0,Rarely,26458,3,23,22,14,13,5
Female,30,3,Manufacturing Director,Research & Development,10,0,Rarely,2739,3,9,7,7,0,2
Female,26,2,Human Resources,Human Resources,20,1,Rarely,6889,3,6,5,1,1,4
Female,46,2,Healthcare Representative,Research & Development,21,1,Rarely,10842,4,13,9,7,3,7
Female,40,3,Healthcare Representative,Research & Development,1,0,Rarely,9060,3,12,5,3,0,3
Male,34,2,Sales Executive,Sales,8,0,Rarely,22128,4,10,10,8,4,8
Male,58,3,Manager,Sales,2,0,Non-Travel,22577,4,37,16,9,14,14
Male,35,4,Laboratory Technician,Research & Development,23,0,Rarely,9696,3,6,5,4,0,3
Female,47,3,Manufacturing Director,Research & Development,4,0,Rarely,19271,3,28,22,11,14,10
Female,40,3,Healthcare Representative,Research & Development,12,0,Rarely,10748,3,15,7,4,7,7
Female,54,4,Research Scientist,Research & Development,7,0,Rarely,15696,3,14,7,1,1,7
Female,31,4,Sales Executive,Sales,7,0,Frequently,8277,3,9,3,2,2,2
Female,28,3,Research Scientist,Research & Development,1,0,Rarely,12719,4,3,3,2,1,2
Female,38,4,Sales Representative,Sales,2,0,Rarely,4244,4,20,4,2,0,3
Male,26,3,Sales Executive,Sales,10,0,Rarely,9125,3,5,5,3,1,2
Male,58,4,Research Director,Research & Development,15,0,Frequently,21624,3,23,2,2,2,2
Female,18,3,Research Scientist,Research & Development,14,0,Non-Travel,8018,3,0,0,0,0,0
Male,31,5,Human Resources,Human Resources,18,1,Rarely,21495,3,2,1,0,0,0
Male,29,3,Human Resources,Human Resources,13,1,Rarely,3157,3,4,2,2,2,0
Female,45,4,Sales Executive,Sales,2,0,Non-Travel,19665,4,10,8,7,5,7
Female,36,4,Research Scientist,Research & Development,2,0,Rarely,19573,4,15,1,0,0,0
Male,43,4,Sales Executive,Sales,2,0,Frequently,19246,4,7,7,7,7,7
Female,27,2,Laboratory Technician,Research & Development,5,0,Frequently,19826,3,6,5,4,0,2
Male,29,1,Laboratory Technician,Research & Development,20,0,Frequently,7003,3,11,11,8,3,10
Male,32,4,Sales Executive,Sales,10,0,Frequently,26075,3,4,0,0,0,0
Male,42,4,Research Scientist,Research & Development,10,0,Non-Travel,6161,4,10,6,3,3,3
Female,47,4,Laboratory Technician,Research & Development,9,0,Rarely,5411,3,7,2,2,2,0
Male,46,2,Manufacturing Director,Research & Development,2,0,Rarely,19989,3,12,9,8,4,7
Male,28,2,Human Resources,Human Resources,1,0,Non-Travel,10494,3,3,3,2,2,2
Male,29,1,Healthcare Representative,Research & Development,29,0,Rarely,21143,3,11,7,0,1,6
Male,42,3,Laboratory Technician,Research & Development,8,0,Rarely,13624,3,8,0,0,0,0
Male,32,4,Sales Executive,Sales,2,1,Rarely,26186,3,7,2,2,2,2
Female,46,3,Sales Executive,Sales,3,0,Rarely,7739,3,25,19,17,2,8
Female,27,1,Sales Representative,Sales,23,0,Rarely,7018,4,9,9,8,5,8
Male,29,1,Human Resources,Human Resources,6,0,Rarely,15434,3,1,1,0,0,0
Female,43,3,Manager,Research & Development,6,0,Rarely,22539,3,21,16,12,6,14
Male,48,3,Research Director,Research & Development,10,0,Rarely,13583,3,29,22,10,12,9
Male,29,2,Research Scientist,Research & Development,24,1,Frequently,14753,4,1,1,0,1,0
Female,46,3,Sales Executive,Sales,10,1,Rarely,14011,4,14,8,7,0,7
Female,27,3,Research Scientist,Research & Development,15,0,Frequently,23844,3,8,7,6,7,3
Male,39,4,Research Scientist,Research & Development,19,0,Rarely,5141,3,7,2,2,2,2
Male,55,4,Research Scientist,Research & Development,2,0,Rarely,7975,4,19,5,2,0,4
Female,28,3,Sales Representative,Sales,3,0,Rarely,3692,3,1,1,0,0,0
Male,30,3,Sales Representative,Sales,9,1,Rarely,16019,3,1,1,0,0,0
Male,22,1,Research Scientist,Research & Development,7,1,Rarely,26092,4,1,1,0,0,0
Female,36,4,Sales Executive,Sales,10,0,Rarely,6060,3,10,10,9,1,7
Male,31,3,Laboratory Technician,Research & Development,20,0,Rarely,18624,3,10,10,8,0,2
Male,34,3,Sales Executive,Sales,4,0,Rarely,24444,3,9,5,3,1,0
Male,29,3,Laboratory Technician,Research & Development,7,0,Rarely,19384,3,11,3,2,1,2
Male,37,4,Research Scientist,Research & Development,7,0,Rarely,13588,4,16,5,3,0,4
Female,35,2,Manufacturing Director,Research & Development,16,0,Rarely,25388,3,4,3,2,0,2
Female,45,2,Manufacturing Director,Research & Development,25,0,Rarely,23888,3,10,9,8,3,8
Male,36,1,Human Resources,Human Resources,2,0,Frequently,4223,4,10,10,1,0,8
Male,40,4,Manager,Research & Development,1,0,Rarely,18991,3,22,19,7,11,16
Female,26,2,Research Scientist,Research & Development,1,0,Rarely,14908,3,1,1,0,1,0
Female,27,2,Sales Executive,Sales,2,0,Rarely,26997,3,9,8,7,0,7
Female,48,3,Manager,Research & Development,22,0,Frequently,2437,3,24,22,17,4,7
Male,44,4,Healthcare Representative,Research & Development,1,0,Rarely,9364,3,10,2,0,2,2
Male,34,4,Research Scientist,Research & Development,16,1,Non-Travel,14460,4,5,5,2,3,0
Male,56,2,Laboratory Technician,Research & Development,24,1,Rarely,10261,3,5,4,2,1,0
Male,36,2,Sales Executive,Sales,17,0,Rarely,16822,3,12,4,2,1,3
Female,41,3,Sales Executive,Sales,8,0,Rarely,26841,4,14,5,4,1,4
Male,42,3,Research Director,Research & Development,6,0,Rarely,14842,3,18,13,7,5,7
Female,31,2,Sales Executive,Sales,10,0,Rarely,20115,3,8,5,2,1,4
Female,34,1,Sales Executive,Sales,3,0,Rarely,16495,3,9,4,2,0,1
Female,31,3,Laboratory Technician,Research & Development,4,0,Rarely,16031,3,4,2,2,2,2
Male,26,3,Laboratory Technician,Research & Development,6,0,Frequently,7102,3,8,7,7,7,7
Male,45,4,Healthcare Representative,Research & Development,1,0,Frequently,14511,3,12,4,2,0,3
Male,33,4,Sales Executive,Sales,10,0,Rarely,10410,3,10,10,4,0,9
Male,28,2,Sales Executive,Sales,1,0,Frequently,19255,3,7,7,7,0,7
Male,29,3,Sales Representative,Sales,24,1,Frequently,10642,3,1,1,0,0,0
Female,39,4,Sales Executive,Sales,21,0,Non-Travel,3987,3,10,3,2,1,2
Male,27,4,Research Scientist,Research & Development,2,0,Rarely,6073,3,6,5,3,1,2
Male,34,4,Research Scientist,Research & Development,22,0,Frequently,26496,3,16,15,10,6,11
Female,28,2,Sales Executive,Sales,13,1,Rarely,23352,3,6,2,0,2,2
Male,47,4,Research Scientist,Research & Development,14,0,Non-Travel,2125,3,16,8,7,1,7
Female,56,5,Sales Executive,Sales,11,0,Rarely,20328,3,6,0,0,0,0
Male,39,2,Manufacturing Director,Research & Development,9,0,Rarely,12315,4,10,10,0,7,9
Female,38,3,Research Scientist,Research & Development,8,0,Frequently,18115,3,20,20,11,0,7
Female,58,3,Manager,Sales,21,0,Rarely,11761,3,29,1,0,0,0
Female,32,2,Research Scientist,Research & Development,5,1,Frequently,15318,3,8,4,1,0,3
Male,38,2,Research Scientist,Research & Development,9,0,Rarely,14293,3,10,5,2,0,3
Male,49,1,Research Director,Research & Development,2,0,Frequently,13738,3,28,5,4,4,3
Male,42,4,Sales Executive,Sales,12,0,Rarely,2900,3,14,0,0,0,0
Female,27,3,Human Resources,Human Resources,22,1,Frequently,19555,3,1,1,0,0,0
Male,35,4,Sales Executive,Sales,18,0,Rarely,15975,3,6,5,3,0,4
Male,28,3,Research Scientist,Research & Development,16,0,Non-Travel,2122,3,5,5,3,1,4
Male,31,2,Research Scientist,Research & Development,3,0,Non-Travel,3995,3,4,4,2,2,3
Male,36,4,Laboratory Technician,Research & Development,9,0,Non-Travel,9238,4,5,5,4,0,2
Male,34,3,Sales Executive,Sales,1,0,Rarely,6770,4,14,14,8,2,1
Male,34,4,Sales Executive,Sales,13,0,Rarely,22914,3,9,8,7,1,1
Male,26,3,Laboratory Technician,Research & Development,1,0,Rarely,20006,3,8,7,7,7,6
Male,29,3,Healthcare Representative,Research & Development,1,0,Rarely,6225,3,6,5,3,0,2
Female,32,4,Healthcare Representative,Research & Development,15,0,Non-Travel,16542,3,9,5,1,1,2
Male,31,3,Research Scientist,Research & Development,1,0,Frequently,5771,4,10,10,8,8,7
Male,28,3,Laboratory Technician,Research & Development,17,1,Rarely,18779,3,6,4,1,0,3
Male,38,3,Sales Representative,Sales,1,0,Rarely,11473,3,20,1,0,0,0
Female,35,4,Sales Executive,Sales,7,0,Rarely,13586,3,10,10,8,0,9
Male,27,3,Sales Executive,Sales,9,0,Rarely,5099,3,7,7,7,0,7
Male,32,4,Manufacturing Director,Research & Development,5,0,Rarely,10138,4,8,1,0,0,0
Male,31,4,Sales Executive,Sales,26,1,Frequently,21075,3,10,10,7,0,8
Male,53,4,Sales Executive,Sales,24,1,Rarely,5843,3,15,2,2,2,2
Female,54,2,Research Scientist,Research & Development,9,0,Rarely,22474,3,9,4,3,2,3
Male,33,2,Healthcare Representative,Research & Development,7,0,Frequently,18079,4,9,9,7,2,8
Male,43,3,Healthcare Representative,Research & Development,11,0,Rarely,16873,3,10,10,9,0,9
Male,38,4,Human Resources,Human Resources,1,0,Frequently,5224,3,7,6,2,1,2
Male,55,4,Manager,Human Resources,26,0,Rarely,25811,3,35,10,9,1,4
Female,31,1,Laboratory Technician,Research & Development,2,0,Rarely,17536,3,1,1,0,0,0
Male,39,4,Sales Executive,Sales,15,0,Rarely,25098,3,21,20,8,11,10
Male,42,2,Research Scientist,Research & Development,23,0,Non-Travel,14811,3,20,20,9,3,7
Female,31,3,Research Director,Research & Development,10,0,Non-Travel,26862,4,13,11,7,4,8
Female,54,3,Manufacturing Director,Research & Development,10,0,Rarely,25198,3,9,5,2,1,4
Male,24,2,Healthcare Representative,Research & Development,1,0,Rarely,14120,3,4,4,3,1,2
Male,23,2,Laboratory Technician,Research & Development,12,0,Rarely,13672,3,5,5,2,1,4
Female,40,3,Laboratory Technician,Research & Development,11,0,Frequently,26849,3,10,10,9,9,4
Female,40,2,Sales Executive,Sales,2,0,Rarely,4258,3,15,11,8,5,10
Female,25,3,Human Resources,Human Resources,2,0,Rarely,19655,3,6,2,0,1,2
Male,30,2,Laboratory Technician,Research & Development,1,0,Rarely,4077,3,12,12,8,1,7
Male,25,1,Laboratory Technician,Research & Development,2,0,Rarely,7298,3,7,2,2,0,2
Male,47,3,Healthcare Representative,Research & Development,25,0,Rarely,13084,4,25,17,14,12,11
Male,33,2,Laboratory Technician,Research & Development,1,0,Non-Travel,20439,3,1,1,1,0,0
Male,38,4,Sales Executive,Sales,1,0,Rarely,7636,3,16,15,13,5,8
Male,31,2,Sales Representative,Sales,2,0,Rarely,6393,3,3,2,2,1,2
Male,38,4,Manufacturing Director,Research & Development,6,0,Frequently,14284,3,10,8,3,7,7
Male,42,4,Research Scientist,Research & Development,18,0,Rarely,11189,3,9,4,3,1,2
Male,41,3,Research Scientist,Research & Development,1,0,Rarely,21412,4,12,5,3,1,0
Female,47,1,Research Director,Research & Development,1,0,Non-Travel,17231,3,14,13,8,5,12
Male,35,4,Laboratory Technician,Research & Development,11,0,Rarely,20232,3,5,2,2,2,2
Male,22,2,Research Scientist,Research & Development,1,0,Rarely,17624,3,4,3,2,1,2
Male,35,4,Research Scientist,Research & Development,9,0,Rarely,18698,3,10,10,7,0,8
Female,33,2,Healthcare Representative,Research & Development,15,0,Rarely,21653,3,10,9,7,8,1
Female,32,4,Laboratory Technician,Research & Development,29,0,Rarely,15919,3,6,6,2,4,1
Male,40,4,Laboratory Technician,Research & Development,1,0,Rarely,4060,3,8,1,0,0,0
Male,32,4,Sales Representative,Sales,1,0,Rarely,18024,3,3,2,2,2,2
Male,39,1,Research Scientist,Research & Development,24,0,Rarely,5340,3,18,7,7,1,7
Female,38,3,Research Director,Research & Development,10,0,Rarely,3376,3,20,18,16,1,11
Female,32,4,Sales Executive,Sales,1,0,Rarely,24032,3,14,14,10,5,7
Female,37,3,Research Director,Research & Development,10,0,Rarely,15471,4,16,16,11,6,8
Female,25,2,Sales Executive,Sales,8,0,Rarely,13684,4,6,5,3,0,4
Male,52,4,Sales Representative,Sales,29,0,Non-Travel,19788,3,16,9,8,0,0
Male,44,3,Research Scientist,Research & Development,1,0,Rarely,13422,3,6,4,3,1,2
Male,21,1,Sales Representative,Sales,5,0,Rarely,25479,3,2,2,2,1,2
Male,39,3,Manager,Research & Development,9,0,Non-Travel,15302,3,21,6,0,1,3
Male,23,3,Sales Representative,Sales,9,1,Frequently,26956,3,1,1,0,1,0
Female,36,3,Sales Executive,Sales,3,0,Rarely,12695,3,10,9,7,3,4
Female,36,2,Manufacturing Director,Research & Development,4,0,Frequently,9192,3,18,4,2,0,2
Male,56,4,Healthcare Representative,Research & Development,1,0,Non-Travel,26236,4,13,13,12,1,9
Male,29,4,Research Scientist,Research & Development,1,1,Rarely,26124,3,4,2,2,2,2
Male,42,3,Manager,Research & Development,2,0,Rarely,17312,3,24,22,6,4,14
Male,56,2,Laboratory Technician,Research & Development,7,1,Rarely,3666,3,14,10,9,9,8
Female,41,4,Manufacturing Director,Research & Development,28,0,Rarely,5640,4,21,20,7,0,10
Female,34,3,Sales Executive,Sales,28,0,Rarely,8978,4,8,8,7,1,7
Male,36,4,Sales Executive,Sales,15,0,Non-Travel,10436,4,15,15,12,11,11
Male,41,3,Sales Executive,Sales,3,0,Rarely,12227,3,14,5,4,0,4
Male,32,3,Research Scientist,Research & Development,2,0,Rarely,11288,3,4,4,2,1,2
Female,35,4,Human Resources,Human Resources,26,0,Rarely,16642,3,9,9,0,1,7
Female,38,2,Sales Executive,Sales,10,0,Rarely,5982,3,10,10,7,1,9
Male,50,4,Sales Executive,Sales,1,1,Frequently,14255,3,12,6,3,0,1
Female,36,4,Sales Executive,Sales,11,0,Rarely,14369,3,8,6,3,0,0
Female,45,3,Sales Executive,Sales,20,0,Rarely,23333,3,8,5,3,0,1
Male,40,4,Research Scientist,Research & Development,2,0,Rarely,2725,3,8,2,2,2,2
Male,35,4,Healthcare Representative,Research & Development,18,0,Frequently,24594,3,10,10,2,0,2
Female,40,4,Research Scientist,Research & Development,2,0,Rarely,12549,3,20,5,3,0,2
Female,35,4,Research Scientist,Research & Development,1,0,Rarely,8952,3,4,4,3,1,1
Male,29,2,Laboratory Technician,Research & Development,13,0,Rarely,23679,3,10,4,3,0,3
Female,29,4,Research Scientist,Research & Development,28,0,Rarely,8489,3,5,5,4,0,4
Male,50,3,Sales Executive,Sales,28,1,Rarely,16586,3,20,3,2,2,0
Female,39,1,Sales Executive,Sales,24,0,Rarely,8828,3,21,20,9,9,6
Male,31,3,Manufacturing Director,Research & Development,5,0,Non-Travel,3787,3,10,9,4,1,7
Female,26,3,Sales Representative,Sales,5,0,Rarely,21378,3,5,4,2,0,0
Male,36,2,Laboratory Technician,Research & Development,23,0,Frequently,12290,3,17,5,2,0,3
Male,39,1,Healthcare Representative,Research & Development,6,0,Rarely,21457,3,9,7,7,1,7
Male,27,3,Manufacturing Director,Research & Development,4,0,Rarely,5174,4,6,6,2,0,3
Male,49,3,Sales Executive,Sales,2,0,Frequently,13243,3,17,9,6,0,8
Male,34,3,Laboratory Technician,Research & Development,8,0,Rarely,10228,3,6,4,3,1,2
